Log_ID,Timestamp,Date,Time,Severity,Component,Block_ID,Source_IP,Destination_IP,Message,Label_Anomaly,Raw_Log
1495,2008-11-11T05:51:47Z,2008-11-11,05:51:47,INFO,dfs.FSNamesystem,blk_-719178972315562824,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.243:50010 is added to blk_-719178972315562824 size 67108864,Normal,081111 055147 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.243:50010 is added to blk_-719178972315562824 size 67108864
1496,2008-11-11T05:52:19Z,2008-11-11,05:52:19,INFO,dfs.FSNamesystem,blk_9093176996492793041,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_9093176996492793041 size 67108864,Normal,081111 055219 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_9093176996492793041 size 67108864
1497,2008-11-11T05:54:44Z,2008-11-11,05:54:44,INFO,dfs.DataNode$PacketResponder,blk_-7200400342436668240,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_-7200400342436668240 terminating,Normal,081111 055444 21503 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-7200400342436668240 terminating
1498,2008-11-11T05:55:01Z,2008-11-11,05:55:01,INFO,dfs.DataNode$PacketResponder,blk_7213990003235926706,10.250.19.225,10.250.19.225:50010,Received block blk_7213990003235926706 of size 67108864 from /10.250.11.100,Normal,081111 055501 21608 INFO dfs.DataNode$PacketResponder: Received block blk_7213990003235926706 of size 67108864 from /10.250.11.100
1499,2008-11-11T05:56:40Z,2008-11-11,05:56:40,INFO,dfs.FSNamesystem,blk_-2125743956855238111,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.32:50010 is added to blk_-2125743956855238111 size 67108864,Normal,081111 055640 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.32:50010 is added to blk_-2125743956855238111 size 67108864
1500,2008-11-11T05:59:36Z,2008-11-11,05:59:36,INFO,dfs.FSNamesystem,blk_-4875138366845786590,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-4875138366845786590 size 67108864,Normal,081111 055936 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_-4875138366845786590 size 67108864
1501,2008-11-11T06:00:15Z,2008-11-11,06:00:15,INFO,dfs.DataNode$PacketResponder,blk_2508619583759354778,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_2508619583759354778 terminating,Normal,081111 060015 21733 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_2508619583759354778 terminating
1502,2008-11-11T06:00:43Z,2008-11-11,06:00:43,INFO,dfs.FSNamesystem,blk_6095704128062577668,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_6095704128062577668 size 28484260,Normal,081111 060043 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_6095704128062577668 size 28484260
1503,2008-11-11T06:01:04Z,2008-11-11,06:01:04,INFO,dfs.DataNode$PacketResponder,blk_6123232805286187512,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_6123232805286187512 terminating,Normal,081111 060104 21535 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_6123232805286187512 terminating
1504,2008-11-11T06:01:54Z,2008-11-11,06:01:54,INFO,dfs.DataNode$DataXceiver,blk_6413965758113058023,10.251.199.150:45184,10.251.199.150:50010,Receiving block blk_6413965758113058023 src: /10.251.199.150:45184 dest: /10.251.199.150:50010,Normal,081111 060154 21461 INFO dfs.DataNode$DataXceiver: Receiving block blk_6413965758113058023 src: /10.251.199.150:45184 dest: /10.251.199.150:50010
1505,2008-11-11T06:02:44Z,2008-11-11,06:02:44,INFO,dfs.FSNamesystem,blk_7275457888263057111,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_7275457888263057111 size 67108864,Normal,081111 060244 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_7275457888263057111 size 67108864
1506,2008-11-11T06:05:10Z,2008-11-11,06:05:10,INFO,dfs.DataNode$PacketResponder,blk_6818232325322327288,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_6818232325322327288 terminating,Normal,081111 060510 21849 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_6818232325322327288 terminating
1507,2008-11-11T06:10:43Z,2008-11-11,06:10:43,INFO,dfs.DataNode$PacketResponder,blk_-5954527587435406374,10.250.19.225,10.250.19.225:50010,Received block blk_-5954527587435406374 of size 67108864 from /10.251.106.10,Normal,081111 061043 21809 INFO dfs.DataNode$PacketResponder: Received block blk_-5954527587435406374 of size 67108864 from /10.251.106.10
1508,2008-11-11T06:12:00Z,2008-11-11,06:12:00,INFO,dfs.DataNode$PacketResponder,blk_-4358842839092719327,10.250.19.225,10.250.19.225:50010,Received block blk_-4358842839092719327 of size 67108864 from /10.250.15.67,Normal,081111 061200 21837 INFO dfs.DataNode$PacketResponder: Received block blk_-4358842839092719327 of size 67108864 from /10.250.15.67
1509,2008-11-11T06:12:02Z,2008-11-11,06:12:02,INFO,dfs.DataNode$PacketResponder,blk_1489031087420498797,10.250.19.225,10.250.19.225:50010,Received block blk_1489031087420498797 of size 67108864 from /10.251.71.193,Normal,081111 061202 22063 INFO dfs.DataNode$PacketResponder: Received block blk_1489031087420498797 of size 67108864 from /10.251.71.193
1510,2008-11-11T06:15:34Z,2008-11-11,06:15:34,INFO,dfs.DataNode$PacketResponder,blk_-615578808743808725,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-615578808743808725 terminating,Normal,081111 061534 21779 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-615578808743808725 terminating
1511,2008-11-11T06:15:49Z,2008-11-11,06:15:49,INFO,dfs.DataNode$PacketResponder,blk_4588471931728384541,10.250.19.225,10.250.19.225:50010,Received block blk_4588471931728384541 of size 67108864 from /10.251.90.81,Normal,081111 061549 21862 INFO dfs.DataNode$PacketResponder: Received block blk_4588471931728384541 of size 67108864 from /10.251.90.81
1512,2008-11-11T06:16:02Z,2008-11-11,06:16:02,INFO,dfs.FSNamesystem,blk_7720864196601815614,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001192_0/part-01192. blk_7720864196601815614,Normal,081111 061602 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001192_0/part-01192. blk_7720864196601815614
1513,2008-11-11T06:17:07Z,2008-11-11,06:17:07,INFO,dfs.DataNode$PacketResponder,blk_-9098645110390099509,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_-9098645110390099509 terminating,Normal,081111 061707 21528 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-9098645110390099509 terminating
1514,2008-11-11T06:17:13Z,2008-11-11,06:17:13,INFO,dfs.FSNamesystem,blk_1129715194117079802,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to blk_1129715194117079802 size 67108864,Normal,081111 061713 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.109.209:50010 is added to blk_1129715194117079802 size 67108864
1515,2008-11-11T06:17:30Z,2008-11-11,06:17:30,INFO,dfs.FSNamesystem,blk_6690143611140381289,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_000900_0/part-00900. blk_6690143611140381289,Normal,081111 061730 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_000900_0/part-00900. blk_6690143611140381289
1516,2008-11-11T06:17:39Z,2008-11-11,06:17:39,INFO,dfs.DataNode$PacketResponder,blk_7463248820468902190,10.250.19.225,10.250.19.225:50010,Received block blk_7463248820468902190 of size 67108864 from /10.251.91.15,Normal,081111 061739 21895 INFO dfs.DataNode$PacketResponder: Received block blk_7463248820468902190 of size 67108864 from /10.251.91.15
1517,2008-11-11T06:18:57Z,2008-11-11,06:18:57,INFO,dfs.DataNode$PacketResponder,blk_3961831045048378097,10.250.19.225,10.250.19.225:50010,Received block blk_3961831045048378097 of size 67108864 from /10.251.39.160,Normal,081111 061857 17075 INFO dfs.DataNode$PacketResponder: Received block blk_3961831045048378097 of size 67108864 from /10.251.39.160
1518,2008-11-11T06:19:00Z,2008-11-11,06:19:00,INFO,dfs.DataNode$PacketResponder,blk_-6220821375880228145,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-6220821375880228145 terminating,Normal,081111 061900 21890 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-6220821375880228145 terminating
1519,2008-11-11T06:19:09Z,2008-11-11,06:19:09,INFO,dfs.FSNamesystem,blk_-4405302133414008227,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.192:50010 is added to blk_-4405302133414008227 size 67108864,Normal,081111 061909 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.192:50010 is added to blk_-4405302133414008227 size 67108864
1520,2008-11-11T06:19:21Z,2008-11-11,06:19:21,INFO,dfs.DataNode$PacketResponder,blk_8854625173826438305,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_8854625173826438305 terminating,Normal,081111 061921 21913 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_8854625173826438305 terminating
1521,2008-11-11T06:19:26Z,2008-11-11,06:19:26,INFO,dfs.DataNode$PacketResponder,blk_8699194381234371727,10.250.19.225,10.250.19.225:50010,Received block blk_8699194381234371727 of size 67108864 from /10.251.214.67,Normal,081111 061926 22010 INFO dfs.DataNode$PacketResponder: Received block blk_8699194381234371727 of size 67108864 from /10.251.214.67
1522,2008-11-11T06:20:02Z,2008-11-11,06:20:02,INFO,dfs.DataNode$PacketResponder,blk_-8389657728641837382,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-8389657728641837382 terminating,Normal,081111 062002 21694 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-8389657728641837382 terminating
1523,2008-11-11T06:20:29Z,2008-11-11,06:20:29,INFO,dfs.DataNode$DataXceiver,blk_-5145508449157510071,10.251.203.246:48508,10.251.203.246:50010,Receiving block blk_-5145508449157510071 src: /10.251.203.246:48508 dest: /10.251.203.246:50010,Normal,081111 062029 21573 INFO dfs.DataNode$DataXceiver: Receiving block blk_-5145508449157510071 src: /10.251.203.246:48508 dest: /10.251.203.246:50010
1524,2008-11-11T06:20:38Z,2008-11-11,06:20:38,INFO,dfs.FSNamesystem,blk_6675543598756975559,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.50:50010 is added to blk_6675543598756975559 size 67108864,Normal,081111 062038 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.215.50:50010 is added to blk_6675543598756975559 size 67108864
1525,2008-11-11T06:21:02Z,2008-11-11,06:21:02,INFO,dfs.DataNode$PacketResponder,blk_-8364400144313355814,10.250.19.225,10.250.19.225:50010,PacketResponder 1 for block blk_-8364400144313355814 terminating,Normal,081111 062102 22250 INFO dfs.DataNode$PacketResponder: PacketResponder 1 for block blk_-8364400144313355814 terminating
1526,2008-11-11T06:22:38Z,2008-11-11,06:22:38,INFO,dfs.DataNode$DataXceiver,blk_6108023147232847992,10.251.42.9:43819,10.251.42.9:50010,Receiving block blk_6108023147232847992 src: /10.251.42.9:43819 dest: /10.251.42.9:50010,Normal,081111 062238 21812 INFO dfs.DataNode$DataXceiver: Receiving block blk_6108023147232847992 src: /10.251.42.9:43819 dest: /10.251.42.9:50010
1527,2008-11-11T06:23:11Z,2008-11-11,06:23:11,INFO,dfs.FSNamesystem,blk_-1932467763723526131,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-1932467763723526131 size 67108864,Normal,081111 062311 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-1932467763723526131 size 67108864
1528,2008-11-11T06:23:53Z,2008-11-11,06:23:53,INFO,dfs.DataNode$DataXceiver,blk_-8834022217832819265,10.251.105.189:53216,10.251.105.189:50010,Receiving block blk_-8834022217832819265 src: /10.251.105.189:53216 dest: /10.251.105.189:50010,Normal,081111 062353 22087 INFO dfs.DataNode$DataXceiver: Receiving block blk_-8834022217832819265 src: /10.251.105.189:53216 dest: /10.251.105.189:50010
1529,2008-11-11T06:26:28Z,2008-11-11,06:26:28,INFO,dfs.FSNamesystem,blk_5872617224009342667,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001314_0/part-01314. blk_5872617224009342667,Normal,081111 062628 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001314_0/part-01314. blk_5872617224009342667
1530,2008-11-11T06:27:35Z,2008-11-11,06:27:35,INFO,dfs.DataNode$PacketResponder,blk_4877808040461609832,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_4877808040461609832 terminating,Normal,081111 062735 22030 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_4877808040461609832 terminating
1531,2008-11-11T06:29:05Z,2008-11-11,06:29:05,INFO,dfs.DataNode$PacketResponder,blk_3049351456771045311,10.250.19.225,10.250.19.225:50010,Received block blk_3049351456771045311 of size 67108864 from /10.251.199.159,Normal,081111 062905 21843 INFO dfs.DataNode$PacketResponder: Received block blk_3049351456771045311 of size 67108864 from /10.251.199.159
1532,2008-11-11T06:29:11Z,2008-11-11,06:29:11,INFO,dfs.DataNode$PacketResponder,blk_1247599917761164561,10.250.19.225,10.250.19.225:50010,Received block blk_1247599917761164561 of size 67108864 from /10.251.37.240,Normal,081111 062911 22258 INFO dfs.DataNode$PacketResponder: Received block blk_1247599917761164561 of size 67108864 from /10.251.37.240
1533,2008-11-11T06:30:53Z,2008-11-11,06:30:53,INFO,dfs.DataNode$PacketResponder,blk_2616961363639592748,10.250.19.225,10.250.19.225:50010,Received block blk_2616961363639592748 of size 67108864 from /10.251.202.134,Normal,081111 063053 21803 INFO dfs.DataNode$PacketResponder: Received block blk_2616961363639592748 of size 67108864 from /10.251.202.134
1534,2008-11-11T06:31:38Z,2008-11-11,06:31:38,INFO,dfs.FSNamesystem,blk_-826920518336899809,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001529_0/part-01529. blk_-826920518336899809,Normal,081111 063138 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001529_0/part-01529. blk_-826920518336899809
1535,2008-11-11T06:32:41Z,2008-11-11,06:32:41,INFO,dfs.DataNode$PacketResponder,blk_-3436382429367583573,10.250.19.225,10.250.19.225:50010,Received block blk_-3436382429367583573 of size 67108864 from /10.251.107.19,Normal,081111 063241 22074 INFO dfs.DataNode$PacketResponder: Received block blk_-3436382429367583573 of size 67108864 from /10.251.107.19
1536,2008-11-11T06:32:44Z,2008-11-11,06:32:44,INFO,dfs.DataNode$DataXceiver,blk_2824047463816148563,10.251.42.84:35776,10.251.42.84:50010,Receiving block blk_2824047463816148563 src: /10.251.42.84:35776 dest: /10.251.42.84:50010,Normal,081111 063244 22352 INFO dfs.DataNode$DataXceiver: Receiving block blk_2824047463816148563 src: /10.251.42.84:35776 dest: /10.251.42.84:50010
1537,2008-11-11T06:33:02Z,2008-11-11,06:33:02,INFO,dfs.DataNode$PacketResponder,blk_-9211699406261033878,10.250.19.225,10.250.19.225:50010,Received block blk_-9211699406261033878 of size 67108864 from /10.251.30.85,Normal,081111 063302 21914 INFO dfs.DataNode$PacketResponder: Received block blk_-9211699406261033878 of size 67108864 from /10.251.30.85
1538,2008-11-11T06:33:05Z,2008-11-11,06:33:05,INFO,dfs.FSNamesystem,blk_-5961895238114806886,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-5961895238114806886 size 28508403,Normal,081111 063305 30 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-5961895238114806886 size 28508403
1539,2008-11-11T06:33:16Z,2008-11-11,06:33:16,INFO,dfs.FSNamesystem,blk_-2654726224018724510,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-2654726224018724510 size 67108864,Normal,081111 063316 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-2654726224018724510 size 67108864
1540,2008-11-11T06:33:23Z,2008-11-11,06:33:23,INFO,dfs.FSNamesystem,blk_-3955287039966096707,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.225:50010 is added to blk_-3955287039966096707 size 67108864,Normal,081111 063323 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.225:50010 is added to blk_-3955287039966096707 size 67108864
1541,2008-11-11T06:34:02Z,2008-11-11,06:34:02,INFO,dfs.FSNamesystem,blk_-1379379987510648393,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_-1379379987510648393 size 67108864,Normal,081111 063402 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_-1379379987510648393 size 67108864
1542,2008-11-11T06:34:13Z,2008-11-11,06:34:13,INFO,dfs.FSNamesystem,blk_1858805942071850133,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001726_0/part-01726. blk_1858805942071850133,Normal,081111 063413 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001726_0/part-01726. blk_1858805942071850133
1543,2008-11-11T06:34:51Z,2008-11-11,06:34:51,INFO,dfs.FSNamesystem,blk_5183831565578080242,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001554_0/part-01554. blk_5183831565578080242,Normal,081111 063451 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001554_0/part-01554. blk_5183831565578080242
1544,2008-11-11T06:34:59Z,2008-11-11,06:34:59,INFO,dfs.DataNode$DataXceiver,blk_3248835454898465560,10.251.42.84:40950,10.251.42.84:50010,Receiving block blk_3248835454898465560 src: /10.251.42.84:40950 dest: /10.251.42.84:50010,Normal,081111 063459 21912 INFO dfs.DataNode$DataXceiver: Receiving block blk_3248835454898465560 src: /10.251.42.84:40950 dest: /10.251.42.84:50010
1545,2008-11-11T06:35:14Z,2008-11-11,06:35:14,INFO,dfs.FSNamesystem,blk_3776895047834644694,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. blk_3776895047834644694,Normal,081111 063514 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. blk_3776895047834644694
1546,2008-11-11T06:36:36Z,2008-11-11,06:36:36,INFO,dfs.FSNamesystem,blk_8521306385156958668,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_8521306385156958668 size 67108864,Normal,081111 063636 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_8521306385156958668 size 67108864
1547,2008-11-11T06:38:59Z,2008-11-11,06:38:59,INFO,dfs.DataNode$DataXceiver,blk_1606295458729964667,10.251.214.32:47910,10.251.214.32:50010,Receiving block blk_1606295458729964667 src: /10.251.214.32:47910 dest: /10.251.214.32:50010,Normal,081111 063859 22169 INFO dfs.DataNode$DataXceiver: Receiving block blk_1606295458729964667 src: /10.251.214.32:47910 dest: /10.251.214.32:50010
1548,2008-11-11T06:39:23Z,2008-11-11,06:39:23,INFO,dfs.FSNamesystem,blk_-7282356322111075290,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-7282356322111075290 size 67108864,Normal,081111 063923 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.149:50010 is added to blk_-7282356322111075290 size 67108864
1549,2008-11-11T06:39:44Z,2008-11-11,06:39:44,INFO,dfs.FSNamesystem,blk_-5330522460969948971,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_-5330522460969948971 size 67108864,Normal,081111 063944 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_-5330522460969948971 size 67108864
1550,2008-11-11T06:40:11Z,2008-11-11,06:40:11,INFO,dfs.DataNode$PacketResponder,blk_1077394056781488,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_1077394056781488 terminating,Normal,081111 064011 22583 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_1077394056781488 terminating
1551,2008-11-11T06:41:06Z,2008-11-11,06:41:06,INFO,dfs.FSNamesystem,blk_6054235487623373096,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. blk_6054235487623373096,Normal,081111 064106 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001709_0/part-01709. blk_6054235487623373096
1552,2008-11-11T06:42:09Z,2008-11-11,06:42:09,INFO,dfs.DataNode$PacketResponder,blk_-7256345477493725857,10.250.19.225,10.250.19.225:50010,PacketResponder 2 for block blk_-7256345477493725857 terminating,Normal,081111 064209 22299 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-7256345477493725857 terminating
1553,2008-11-11T06:43:22Z,2008-11-11,06:43:22,INFO,dfs.DataNode$PacketResponder,blk_3480684347183600958,10.250.19.225,10.250.19.225:50010,Received block blk_3480684347183600958 of size 67108864 from /10.251.111.209,Normal,081111 064322 6765 INFO dfs.DataNode$PacketResponder: Received block blk_3480684347183600958 of size 67108864 from /10.251.111.209
1554,2008-11-11T06:45:01Z,2008-11-11,06:45:01,INFO,dfs.FSNamesystem,blk_9034993982993401678,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001635_0/part-01635. blk_9034993982993401678,Normal,081111 064501 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001635_0/part-01635. blk_9034993982993401678
1555,2008-11-11T06:46:03Z,2008-11-11,06:46:03,INFO,dfs.FSNamesystem,blk_-1821104627978106102,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.5:50010 is added to blk_-1821104627978106102 size 67108864,Normal,081111 064603 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.5:50010 is added to blk_-1821104627978106102 size 67108864
1556,2008-11-11T06:46:15Z,2008-11-11,06:46:15,INFO,dfs.DataNode$DataXceiver,blk_8116683912654412228,10.251.39.179:42019,10.251.39.179:50010,Receiving block blk_8116683912654412228 src: /10.251.39.179:42019 dest: /10.251.39.179:50010,Normal,081111 064615 22671 INFO dfs.DataNode$DataXceiver: Receiving block blk_8116683912654412228 src: /10.251.39.179:42019 dest: /10.251.39.179:50010
1557,2008-11-11T06:47:10Z,2008-11-11,06:47:10,INFO,dfs.DataNode$PacketResponder,blk_-8329840785892216949,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_-8329840785892216949 terminating,Normal,081111 064710 22306 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-8329840785892216949 terminating
1558,2008-11-11T06:48:06Z,2008-11-11,06:48:06,INFO,dfs.DataNode$PacketResponder,blk_8254500345987409515,10.250.19.225,10.250.19.225:50010,PacketResponder 0 for block blk_8254500345987409515 terminating,Normal,081111 064806 22602 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_8254500345987409515 terminating
1559,2008-11-11T06:48:23Z,2008-11-11,06:48:23,INFO,dfs.DataNode$DataXceiver,blk_-4657886075935807358,10.251.31.160:53084,10.251.31.160:50010,Receiving block blk_-4657886075935807358 src: /10.251.31.160:53084 dest: /10.251.31.160:50010,Normal,081111 064823 22556 INFO dfs.DataNode$DataXceiver: Receiving block blk_-4657886075935807358 src: /10.251.31.160:53084 dest: /10.251.31.160:50010
1560,2008-11-11T06:48:35Z,2008-11-11,06:48:35,INFO,dfs.DataNode$DataXceiver,blk_8201813022998766557,10.251.203.4:51404,10.251.203.4:50010,Receiving block blk_8201813022998766557 src: /10.251.203.4:51404 dest: /10.251.203.4:50010,Normal,081111 064835 22032 INFO dfs.DataNode$DataXceiver: Receiving block blk_8201813022998766557 src: /10.251.203.4:51404 dest: /10.251.203.4:50010
1561,2008-11-11T06:52:05Z,2008-11-11,06:52:05,INFO,dfs.FSNamesystem,blk_-4438918035940270891,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_-4438918035940270891 is added to invalidSet of 10.251.71.193:50010,Normal,081111 065205 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_-4438918035940270891 is added to invalidSet of 10.251.71.193:50010
1562,2008-11-11T06:52:05Z,2008-11-11,06:52:05,INFO,dfs.FSNamesystem,blk_5616920288053661280,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_5616920288053661280 is added to invalidSet of 10.251.42.9:50010,Normal,081111 065205 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_5616920288053661280 is added to invalidSet of 10.251.42.9:50010
1563,2008-11-11T06:52:06Z,2008-11-11,06:52:06,INFO,dfs.FSNamesystem,blk_1815340037591016775,10.250.19.225,10.250.19.225:50010,BLOCK* NameSystem.delete: blk_1815340037591016775 is added to invalidSet of 10.250.9.207:50010,Normal,081111 065206 26 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_1815340037591016775 is added to invalidSet of 10.250.9.207:50010
